"","year","carrier","salida","llegada","dif"
"3152",2013,"B6",16:00:00,16:00:00,0
"3153",2013,"UA",15:00:00,15:40:00,40
"3154",2013,"DL",15:00:00,15:45:00,45
"3155",2013,"DL",16:00:00,16:00:00,0
"3156",2013,"EV",16:00:00,16:04:00,4
"3157",2013,"UA",16:00:00,16:05:00,5
"3158",2013,"EV",16:00:00,16:05:00,5
"3159",2013,"DL",16:00:00,16:05:00,5
"3160",2013,"9E",16:00:00,16:00:00,0
"3161",2013,"US",16:00:00,16:00:00,0
"3162",2013,"DL",16:00:00,16:05:00,5
"3163",2013,"9E",16:00:00,16:10:00,10
"3164",2013,"9E",16:00:00,16:10:00,10
"3165",2013,"MQ",16:00:00,16:05:00,5
"3166",2013,"9E",16:00:00,16:10:00,10
"3167",2013,"9E",16:00:00,16:08:00,8
"3168",2013,"MQ",16:00:00,16:20:00,20
"3169",2013,"DL",16:00:00,16:15:00,15
"3170",2013,"DL",16:00:00,16:00:00,0
"3171",2013,"EV",16:00:00,16:05:00,5
"3172",2013,"EV",15:00:00,15:20:00,20
"3173",2013,"UA",16:00:00,16:00:00,0
"3174",2013,"EV",16:00:00,16:03:00,3
"3175",2013,"EV",16:00:00,16:05:00,5
"3176",2013,"AA",16:00:00,16:10:00,10
"3177",2013,"B6",16:00:00,16:20:00,20
"3178",2013,"EV",16:00:00,16:05:00,5
"3179",2013,"AA",15:00:00,15:30:00,30
"3180",2013,"UA",15:00:00,15:56:00,56
"3181",2013,"EV",15:00:00,15:29:00,29
"3182",2013,"EV",16:00:00,16:22:00,22
"3183",2013,"MQ",16:00:00,16:25:00,25
"3184",2013,"B6",16:00:00,16:30:00,30
"3185",2013,"B6",16:00:00,16:20:00,20
"3186",2013,"DL",16:00:00,16:30:00,30
"3187",2013,"B6",16:00:00,16:35:00,35
"3188",2013,"FL",16:00:00,16:30:00,30
"3189",2013,"DL",16:00:00,16:30:00,30
"3190",2013,"9E",15:00:00,15:43:00,43
"3191",2013,"DL",15:00:00,15:30:00,30
"3192",2013,"EV",16:00:00,16:30:00,30
"3193",2013,"AA",16:00:00,16:40:00,40
"3194",2013,"MQ",16:00:00,16:35:00,35
"3195",2013,"B6",15:00:00,15:59:00,59
"3196",2013,"B6",16:00:00,16:37:00,37
"3197",2013,"B6",16:00:00,16:40:00,40
"3198",2013,"EV",15:00:00,15:05:00,5
"3199",2013,"US",16:00:00,16:35:00,35
"3200",2013,"9E",16:00:00,16:40:00,40
"3201",2013,"EV",16:00:00,16:31:00,31
"3202",2013,"UA",16:00:00,16:39:00,39
"3203",2013,"UA",16:00:00,16:44:00,44
"3204",2013,"DL",16:00:00,16:45:00,45
"3205",2013,"EV",16:00:00,16:45:00,45
"3206",2013,"DL",16:00:00,16:45:00,45
"3207",2013,"AA",16:00:00,16:50:00,50
"3208",2013,"DL",16:00:00,16:55:00,55
"3209",2013,"DL",16:00:00,16:55:00,55
"3210",2013,"WN",16:00:00,16:50:00,50
"3211",2013,"EV",16:00:00,16:30:00,30
"3212",2013,"AA",17:00:00,17:00:00,0
"3213",2013,"DL",17:00:00,17:00:00,0
"3214",2013,"US",17:00:00,17:00:00,0
"3215",2013,"EV",17:00:00,17:03:00,3
"3216",2013,"MQ",17:00:00,17:00:00,0
"3217",2013,"DL",17:00:00,17:00:00,0
"3218",2013,"EV",16:00:00,16:43:00,43
"3219",2013,"MQ",17:00:00,17:00:00,0
"3220",2013,"US",17:00:00,17:05:00,5
"3221",2013,"DL",17:00:00,17:00:00,0
"3222",2013,"AA",16:00:00,16:45:00,45
"3223",2013,"B6",17:00:00,17:03:00,3
"3224",2013,"MQ",17:00:00,17:05:00,5
"3225",2013,"B6",17:00:00,17:00:00,0
"3226",2013,"AA",17:00:00,17:00:00,0
"3227",2013,"B6",17:00:00,17:00:00,0
"3228",2013,"EV",13:00:00,13:26:00,26
"3229",2013,"EV",16:00:00,16:59:00,59
"3230",2013,"AA",17:00:00,17:05:00,5
"3231",2013,"AA",17:00:00,17:10:00,10
"3232",2013,"VX",16:00:00,16:55:00,55
"3233",2013,"UA",17:00:00,17:00:00,0
"3234",2013,"UA",17:00:00,17:04:00,4
"3235",2013,"DL",17:00:00,17:15:00,15
"3236",2013,"B6",17:00:00,17:13:00,13
"3237",2013,"EV",17:00:00,17:10:00,10
"3238",2013,"UA",17:00:00,17:04:00,4
"3239",2013,"DL",17:00:00,17:15:00,15
"3240",2013,"AA",17:00:00,17:20:00,20
"3241",2013,"WN",17:00:00,17:15:00,15
"3242",2013,"MQ",17:00:00,17:20:00,20
"3243",2013,"AA",17:00:00,17:20:00,20
"3244",2013,"AA",17:00:00,17:20:00,20
"3245",2013,"UA",17:00:00,17:15:00,15
"3246",2013,"UA",17:00:00,17:25:00,25
"3247",2013,"MQ",17:00:00,17:25:00,25
"3248",2013,"UA",17:00:00,17:23:00,23
"3249",2013,"DL",17:00:00,17:25:00,25
"3250",2013,"AA",17:00:00,17:25:00,25
"3251",2013,"9E",16:00:00,16:45:00,45
"3252",2013,"EV",17:00:00,17:30:00,30
"3253",2013,"B6",17:00:00,17:38:00,38
"3254",2013,"EV",17:00:00,17:29:00,29
"3255",2013,"US",17:00:00,17:30:00,30
"3256",2013,"UA",17:00:00,17:30:00,30
"3257",2013,"DL",17:00:00,17:35:00,35
"3258",2013,"F9",17:00:00,17:30:00,30
"3259",2013,"B6",17:00:00,17:30:00,30
"3260",2013,"DL",17:00:00,17:30:00,30
"3261",2013,"EV",17:00:00,17:29:00,29
"3262",2013,"B6",17:00:00,17:30:00,30
"3263",2013,"DL",17:00:00,17:35:00,35
"3264",2013,"B6",17:00:00,17:30:00,30
"3265",2013,"FL",17:00:00,17:38:00,38
"3266",2013,"DL",17:00:00,17:40:00,40
"3267",2013,"WN",17:00:00,17:40:00,40
"3268",2013,"B6",17:00:00,17:40:00,40
"3269",2013,"UA",17:00:00,17:29:00,29
"3270",2013,"MQ",17:00:00,17:45:00,45
"3271",2013,"WN",17:00:00,17:40:00,40
"3272",2013,"AA",17:00:00,17:45:00,45
"3273",2013,"EV",17:00:00,17:59:00,59
"3274",2013,"DL",17:00:00,17:35:00,35
"3275",2013,"UA",17:00:00,17:50:00,50
"3276",2013,"B6",17:00:00,17:50:00,50
"3277",2013,"UA",17:00:00,17:55:00,55
"3278",2013,"US",18:00:00,18:00:00,0
"3279",2013,"9E",18:00:00,18:05:00,5
"3280",2013,"US",18:00:00,18:00:00,0
"3281",2013,"DL",18:00:00,18:00:00,0
"3282",2013,"AA",17:00:00,17:45:00,45
"3283",2013,"B6",18:00:00,18:04:00,4
"3284",2013,"UA",18:00:00,18:01:00,1
"3285",2013,"9E",18:00:00,18:10:00,10
"3286",2013,"WN",18:00:00,18:00:00,0
"3287",2013,"MQ",18:00:00,18:10:00,10
"3288",2013,"9E",18:00:00,18:10:00,10
"3289",2013,"UA",18:00:00,18:00:00,0
"3290",2013,"9E",18:00:00,18:15:00,15
"3291",2013,"AA",18:00:00,18:10:00,10
"3292",2013,"AS",18:00:00,18:20:00,20
"3293",2013,"9E",18:00:00,18:15:00,15
"3294",2013,"B6",18:00:00,18:19:00,19
"3295",2013,"DL",18:00:00,18:15:00,15
"3296",2013,"AA",18:00:00,18:20:00,20
"3297",2013,"MQ",18:00:00,18:30:00,30
"3298",2013,"UA",17:00:00,17:29:00,29
"3299",2013,"US",18:00:00,18:29:00,29
"3300",2013,"AA",18:00:00,18:20:00,20
"3301",2013,"B6",17:00:00,17:59:00,59
"3302",2013,"DL",18:00:00,18:25:00,25
"3303",2013,"B6",18:00:00,18:30:00,30
"3304",2013,"US",18:00:00,18:29:00,29
"3305",2013,"EV",18:00:00,18:29:00,29
"3306",2013,"DL",17:00:00,17:00:00,0
"3307",2013,"EV",18:00:00,18:30:00,30
"3308",2013,"EV",18:00:00,18:29:00,29
"3309",2013,"AA",18:00:00,18:30:00,30
"3310",2013,"UA",18:00:00,18:24:00,24
"3311",2013,"EV",15:00:00,15:42:00,42
"3312",2013,"MQ",18:00:00,18:35:00,35
"3313",2013,"MQ",17:00:00,17:59:00,59
"3314",2013,"UA",17:00:00,17:29:00,29
"3315",2013,"UA",18:00:00,18:29:00,29
"3316",2013,"9E",18:00:00,18:35:00,35
"3317",2013,"DL",18:00:00,18:35:00,35
"3318",2013,"MQ",18:00:00,18:40:00,40
"3319",2013,"WN",18:00:00,18:30:00,30
"3320",2013,"DL",18:00:00,18:35:00,35
"3321",2013,"DL",18:00:00,18:40:00,40
"3322",2013,"EV",17:00:00,17:25:00,25
"3323",2013,"UA",18:00:00,18:25:00,25
"3324",2013,"AA",18:00:00,18:50:00,50
"3325",2013,"WN",18:00:00,18:20:00,20
"3326",2013,"B6",18:00:00,18:45:00,45
"3327",2013,"VX",16:00:00,16:30:00,30
"3328",2013,"UA",18:00:00,18:45:00,45
"3329",2013,"MQ",18:00:00,18:55:00,55
"3330",2013,"DL",18:00:00,18:55:00,55
"3331",2013,"DL",18:00:00,18:56:00,56
"3332",2013,"DL",18:00:00,18:55:00,55
"3333",2013,"9E",18:00:00,18:50:00,50
"3334",2013,"B6",18:00:00,18:05:00,5
"3335",2013,"US",19:00:00,19:00:00,0
"3336",2013,"9E",18:00:00,18:55:00,55
"3337",2013,"B6",18:00:00,18:59:00,59
"3338",2013,"DL",18:00:00,18:55:00,55
"3339",2013,"DL",19:00:00,19:00:00,0
"3340",2013,"DL",18:00:00,18:55:00,55
"3341",2013,"9E",19:00:00,19:00:00,0
"3342",2013,"DL",19:00:00,19:00:00,0
"3343",2013,"9E",19:00:00,19:00:00,0
"3344",2013,"US",18:00:00,18:55:00,55
"3345",2013,"DL",18:00:00,18:57:00,57
"3346",2013,"DL",19:00:00,19:00:00,0
"3347",2013,"EV",19:00:00,19:01:00,1
"3348",2013,"MQ",19:00:00,19:10:00,10
"3349",2013,"AA",19:00:00,19:05:00,5
"3350",2013,"UA",17:00:00,17:45:00,45
"3351",2013,"UA",18:00:00,18:54:00,54
"3352",2013,"UA",17:00:00,17:25:00,25
"3353",2013,"YV",16:00:00,16:00:00,0
"3354",2013,"DL",19:00:00,19:10:00,10
"3355",2013,"AA",19:00:00,19:10:00,10
"3356",2013,"B6",19:00:00,19:15:00,15
"3357",2013,"EV",19:00:00,19:06:00,6
"3358",2013,"UA",19:00:00,19:04:00,4
"3359",2013,"9E",19:00:00,19:25:00,25
"3360",2013,"UA",19:00:00,19:10:00,10
"3361",2013,"UA",18:00:00,18:55:00,55
"3362",2013,"UA",19:00:00,19:08:00,8
"3363",2013,"9E",19:00:00,19:15:00,15
"3364",2013,"DL",19:00:00,19:15:00,15
"3365",2013,"B6",19:00:00,19:15:00,15
"3366",2013,"B6",17:00:00,17:00:00,0
"3367",2013,"9E",19:00:00,19:25:00,25
"3368",2013,"EV",19:00:00,19:33:00,33
"3369",2013,"FL",18:00:00,18:59:00,59
"3370",2013,"9E",19:00:00,19:25:00,25
"3371",2013,"AA",19:00:00,19:20:00,20
"3372",2013,"UA",18:00:00,18:25:00,25
"3373",2013,"DL",19:00:00,19:25:00,25
"3374",2013,"UA",19:00:00,19:17:00,17
"3375",2013,"DL",19:00:00,19:29:00,29
"3376",2013,"EV",19:00:00,19:36:00,36
"3377",2013,"DL",19:00:00,19:29:00,29
"3378",2013,"EV",19:00:00,19:33:00,33
"3379",2013,"B6",19:00:00,19:30:00,30
"3380",2013,"UA",18:00:00,18:38:00,38
"3381",2013,"B6",18:00:00,18:07:00,7
"3382",2013,"DL",19:00:00,19:35:00,35
"3383",2013,"DL",19:00:00,19:35:00,35
"3384",2013,"MQ",19:00:00,19:40:00,40
"3385",2013,"UA",19:00:00,19:32:00,32
"3386",2013,"UA",19:00:00,19:30:00,30
"3387",2013,"9E",19:00:00,19:40:00,40
"3388",2013,"UA",19:00:00,19:05:00,5
"3389",2013,"9E",19:00:00,19:35:00,35
"3390",2013,"MQ",18:00:00,18:45:00,45
"3391",2013,"DL",19:00:00,19:35:00,35
"3392",2013,"AA",19:00:00,19:40:00,40
"3393",2013,"WN",19:00:00,19:05:00,5
"3394",2013,"EV",19:00:00,19:30:00,30
"3395",2013,"EV",19:00:00,19:45:00,45
"3396",2013,"B6",18:00:00,18:59:00,59
"3397",2013,"UA",19:00:00,19:53:00,53
"3398",2013,"EV",19:00:00,19:10:00,10
"3399",2013,"B6",20:00:00,20:00:00,0
"3400",2013,"US",20:00:00,20:00:00,0
"3401",2013,"UA",19:00:00,19:18:00,18
"3402",2013,"EV",19:00:00,19:04:00,4
"3403",2013,"EV",19:00:00,19:57:00,57
"3404",2013,"B6",20:00:00,20:00:00,0
"3405",2013,"AA",19:00:00,19:55:00,55
"3406",2013,"EV",19:00:00,19:55:00,55
"3407",2013,"B6",20:00:00,20:00:00,0
"3408",2013,"B6",19:00:00,19:45:00,45
"3409",2013,"MQ",19:00:00,19:59:00,59
"3410",2013,"UA",20:00:00,20:00:00,0
"3411",2013,"EV",20:00:00,20:05:00,5
"3412",2013,"DL",20:00:00,20:00:00,0
"3413",2013,"UA",20:00:00,20:00:00,0
"3414",2013,"VX",20:00:00,20:05:00,5
"3415",2013,"EV",19:00:00,19:40:00,40
"3416",2013,"UA",20:00:00,20:15:00,15
"3417",2013,"UA",20:00:00,20:06:00,6
"3418",2013,"AA",20:00:00,20:15:00,15
"3419",2013,"MQ",20:00:00,20:15:00,15
"3420",2013,"DL",20:00:00,20:15:00,15
"3421",2013,"AA",17:00:00,17:30:00,30
"3422",2013,"EV",19:00:00,19:35:00,35
"3423",2013,"9E",20:00:00,20:15:00,15
"3424",2013,"US",20:00:00,20:00:00,0
"3425",2013,"MQ",20:00:00,20:20:00,20
"3426",2013,"EV",19:00:00,19:44:00,44
"3427",2013,"UA",20:00:00,20:15:00,15
"3428",2013,"EV",19:00:00,19:30:00,30
"3429",2013,"UA",20:00:00,20:15:00,15
"3430",2013,"UA",20:00:00,20:21:00,21
"3431",2013,"9E",19:00:00,19:55:00,55
"3432",2013,"B6",20:00:00,20:30:00,30
"3433",2013,"UA",19:00:00,19:50:00,50
"3434",2013,"UA",20:00:00,20:25:00,25
"3435",2013,"EV",20:00:00,20:35:00,35
"3436",2013,"WN",20:00:00,20:30:00,30
"3437",2013,"B6",20:00:00,20:30:00,30
"3438",2013,"B6",20:00:00,20:32:00,32
"3439",2013,"UA",20:00:00,20:29:00,29
"3440",2013,"EV",20:00:00,20:39:00,39
"3441",2013,"B6",20:00:00,20:40:00,40
"3442",2013,"EV",19:00:00,19:52:00,52
"3443",2013,"AA",20:00:00,20:45:00,45
"3444",2013,"EV",19:00:00,19:30:00,30
"3445",2013,"B6",20:00:00,20:40:00,40
"3446",2013,"9E",20:00:00,20:45:00,45
"3447",2013,"B6",20:00:00,20:45:00,45
"3448",2013,"EV",20:00:00,20:00:00,0
"3449",2013,"EV",20:00:00,20:52:00,52
"3450",2013,"WN",20:00:00,20:50:00,50
"3451",2013,"UA",20:00:00,20:53:00,53
"3452",2013,"UA",20:00:00,20:10:00,10
"3453",2013,"US",21:00:00,21:00:00,0
"3454",2013,"EV",20:00:00,20:59:00,59
"3455",2013,"MQ",21:00:00,21:00:00,0
"3456",2013,"MQ",21:00:00,21:00:00,0
"3457",2013,"MQ",21:00:00,21:00:00,0
"3458",2013,"DL",21:00:00,21:00:00,0
"3459",2013,"UA",20:00:00,20:56:00,56
"3460",2013,"UA",20:00:00,20:00:00,0
"3461",2013,"MQ",21:00:00,21:00:00,0
"3462",2013,"EV",21:00:00,21:05:00,5
"3463",2013,"B6",21:00:00,21:00:00,0
"3464",2013,"DL",19:00:00,19:00:00,0
"3465",2013,"UA",20:00:00,20:00:00,0
"3466",2013,"DL",21:00:00,21:00:00,0
"3467",2013,"UA",21:00:00,21:01:00,1
"3468",2013,"EV",20:00:00,20:05:00,5
"3469",2013,"B6",19:00:00,19:39:00,39
"3470",2013,"EV",21:00:00,21:12:00,12
"3471",2013,"UA",21:00:00,21:00:00,0
"3472",2013,"EV",19:00:00,19:29:00,29
"3473",2013,"B6",21:00:00,21:15:00,15
"3474",2013,"MQ",21:00:00,21:25:00,25
"3475",2013,"EV",21:00:00,21:25:00,25
"3476",2013,"B6",20:00:00,20:50:00,50
"3477",2013,"B6",21:00:00,21:20:00,20
"3478",2013,"MQ",21:00:00,21:30:00,30
"3479",2013,"UA",20:00:00,20:57:00,57
"3480",2013,"VX",18:00:00,18:55:00,55
"3481",2013,"EV",20:00:00,20:05:00,5
"3482",2013,"EV",21:00:00,21:35:00,35
"3483",2013,"EV",21:00:00,21:29:00,29
"3484",2013,"AA",21:00:00,21:35:00,35
"3485",2013,"B6",21:00:00,21:30:00,30
"3486",2013,"B6",21:00:00,21:35:00,35
"3487",2013,"B6",21:00:00,21:46:00,46
"3488",2013,"B6",21:00:00,21:45:00,45
"3489",2013,"B6",21:00:00,21:40:00,40
"3490",2013,"B6",21:00:00,21:30:00,30
"3491",2013,"EV",21:00:00,21:00:00,0
"3492",2013,"UA",21:00:00,21:05:00,5
"3493",2013,"B6",21:00:00,21:50:00,50
"3494",2013,"UA",21:00:00,21:51:00,51
"3495",2013,"B6",21:00:00,21:55:00,55
"3496",2013,"UA",20:00:00,20:55:00,55
"3497",2013,"EV",21:00:00,21:00:00,0
"3498",2013,"AA",18:00:00,18:55:00,55
"3499",2013,"EV",21:00:00,21:59:00,59
"3500",2013,"UA",20:00:00,20:25:00,25
"3501",2013,"B6",22:00:00,22:20:00,20
"3502",2013,"B6",20:00:00,20:40:00,40
"3503",2013,"FL",20:00:00,20:30:00,30
"3504",2013,"EV",22:00:00,22:20:00,20
"3505",2013,"US",21:00:00,21:00:00,0
"3506",2013,"B6",22:00:00,22:45:00,45
"3507",2013,"UA",21:00:00,21:12:00,12
"3508",2013,"B6",22:00:00,22:45:00,45
"3509",2013,"B6",22:00:00,22:45:00,45
"3510",2013,"B6",22:00:00,22:50:00,50
"3511",2013,"UA",20:00:00,20:00:00,0
"3512",2013,"EV",21:00:00,21:15:00,15
"3513",2013,"EV",22:00:00,22:00:00,0
"3514",2013,"DL",22:00:00,22:25:00,25
"3515",2013,"DL",20:00:00,20:30:00,30
"3516",2013,"B6",21:00:00,21:50:00,50
"3517",2013,"B6",23:00:00,23:55:00,55
"3518",2013,"B6",22:00:00,22:50:00,50
"3519",2013,"B6",23:00:00,23:55:00,55
"3520",2013,"B6",23:00:00,23:59:00,59
"3521",2013,"EV",16:00:00,16:27:00,27
"3522",2013,"EV",06:00:00,06:00:00,0
"3523",2013,"UA",09:00:00,09:29:00,29
"3524",2013,"B6",23:00:00,23:59:00,59
"3525",2013,"US",05:00:00,05:00:00,0
"3526",2013,"UA",05:00:00,05:10:00,10
"3527",2013,"UA",05:00:00,05:45:00,45
"3528",2013,"B6",05:00:00,05:45:00,45
"3529",2013,"UA",05:00:00,05:50:00,50
"3530",2013,"B6",06:00:00,06:00:00,0
"3531",2013,"EV",06:00:00,06:01:00,1
"3532",2013,"US",06:00:00,06:00:00,0
"3533",2013,"AA",05:00:00,05:40:00,40
"3534",2013,"B6",06:00:00,06:00:00,0
"3535",2013,"US",06:00:00,06:00:00,0
"3536",2013,"US",06:00:00,06:00:00,0
"3537",2013,"EV",06:00:00,06:00:00,0
"3538",2013,"B6",06:00:00,06:02:00,2
"3539",2013,"DL",06:00:00,06:00:00,0
"3540",2013,"DL",06:00:00,06:00:00,0
"3541",2013,"AA",06:00:00,06:00:00,0
"3542",2013,"MQ",06:00:00,06:00:00,0
"3543",2013,"EV",06:00:00,06:00:00,0
"3544",2013,"AA",06:00:00,06:05:00,5
"3545",2013,"UA",06:00:00,06:04:00,4
"3546",2013,"UA",06:00:00,06:00:00,0
"3547",2013,"WN",06:00:00,06:00:00,0
"3548",2013,"MQ",06:00:00,06:05:00,5
"3549",2013,"MQ",06:00:00,06:05:00,5
"3550",2013,"EV",06:00:00,06:00:00,0
"3551",2013,"B6",06:00:00,06:00:00,0
"3552",2013,"WN",06:00:00,06:00:00,0
"3553",2013,"DL",06:00:00,06:10:00,10
"3554",2013,"EV",06:00:00,06:00:00,0
"3555",2013,"FL",06:00:00,06:00:00,0
"3556",2013,"UA",06:00:00,06:12:00,12
"3557",2013,"UA",06:00:00,06:00:00,0
"3558",2013,"AA",06:00:00,06:10:00,10
"3559",2013,"UA",06:00:00,06:10:00,10
"3560",2013,"US",06:00:00,06:15:00,15
"3561",2013,"AA",06:00:00,06:15:00,15
"3562",2013,"B6",06:00:00,06:10:00,10
"3563",2013,"UA",06:00:00,06:13:00,13
"3564",2013,"EV",06:00:00,06:15:00,15
"3565",2013,"B6",06:00:00,06:10:00,10
"3566",2013,"UA",06:00:00,06:00:00,0
"3567",2013,"US",06:00:00,06:29:00,29
"3568",2013,"UA",06:00:00,06:24:00,24
"3569",2013,"US",06:00:00,06:30:00,30
"3570",2013,"WN",06:00:00,06:25:00,25
"3571",2013,"UA",06:00:00,06:35:00,35
"3572",2013,"DL",06:00:00,06:30:00,30
"3573",2013,"B6",06:00:00,06:27:00,27
"3574",2013,"MQ",06:00:00,06:30:00,30
"3575",2013,"UA",06:00:00,06:31:00,31
"3576",2013,"AA",06:00:00,06:30:00,30
"3577",2013,"B6",06:00:00,06:30:00,30
"3578",2013,"MQ",06:00:00,06:30:00,30
"3579",2013,"UA",06:00:00,06:30:00,30
"3580",2013,"UA",06:00:00,06:24:00,24
"3581",2013,"EV",06:00:00,06:30:00,30
"3582",2013,"B6",06:00:00,06:30:00,30
"3583",2013,"EV",06:00:00,06:30:00,30
"3584",2013,"B6",06:00:00,06:30:00,30
"3585",2013,"B6",06:00:00,06:40:00,40
"3586",2013,"WN",06:00:00,06:25:00,25
"3587",2013,"EV",06:00:00,06:40:00,40
"3588",2013,"B6",06:00:00,06:30:00,30
"3589",2013,"UA",06:00:00,06:35:00,35
"3590",2013,"EV",06:00:00,06:40:00,40
"3591",2013,"EV",06:00:00,06:40:00,40
"3592",2013,"EV",06:00:00,06:43:00,43
"3593",2013,"AA",06:00:00,06:40:00,40
"3594",2013,"US",06:00:00,06:45:00,45
"3595",2013,"UA",06:00:00,06:45:00,45
"3596",2013,"B6",06:00:00,06:45:00,45
"3597",2013,"US",06:00:00,06:45:00,45
"3598",2013,"US",06:00:00,06:45:00,45
"3599",2013,"B6",06:00:00,06:45:00,45
"3600",2013,"AA",06:00:00,06:50:00,50
"3601",2013,"UA",06:00:00,06:44:00,44
"3602",2013,"UA",06:00:00,06:53:00,53
"3603",2013,"DL",07:00:00,07:00:00,0
"3604",2013,"AA",06:00:00,06:55:00,55
"3605",2013,"UA",06:00:00,06:48:00,48
"3606",2013,"US",07:00:00,07:00:00,0
"3607",2013,"DL",06:00:00,06:35:00,35
"3608",2013,"DL",07:00:00,07:00:00,0
"3609",2013,"DL",07:00:00,07:00:00,0
"3610",2013,"US",07:00:00,07:00:00,0
"3611",2013,"EV",06:00:00,06:24:00,24
"3612",2013,"EV",06:00:00,06:53:00,53
"3613",2013,"AA",07:00:00,07:00:00,0
"3614",2013,"WN",06:00:00,06:55:00,55
"3615",2013,"AA",07:00:00,07:00:00,0
"3616",2013,"MQ",07:00:00,07:00:00,0
"3617",2013,"DL",07:00:00,07:00:00,0
"3618",2013,"DL",07:00:00,07:00:00,0
"3619",2013,"AA",07:00:00,07:00:00,0
"3620",2013,"UA",06:00:00,06:55:00,55
"3621",2013,"DL",07:00:00,07:05:00,5
"3622",2013,"B6",07:00:00,07:00:00,0
"3623",2013,"EV",07:00:00,07:05:00,5
"3624",2013,"UA",06:00:00,06:51:00,51
"3625",2013,"WN",07:00:00,07:10:00,10
"3626",2013,"UA",07:00:00,07:12:00,12
"3627",2013,"EV",07:00:00,07:17:00,17
"3628",2013,"VX",07:00:00,07:15:00,15
"3629",2013,"UA",07:00:00,07:14:00,14
"3630",2013,"DL",07:00:00,07:00:00,0
"3631",2013,"DL",07:00:00,07:15:00,15
"3632",2013,"AA",07:00:00,07:25:00,25
"3633",2013,"AS",07:00:00,07:25:00,25
"3634",2013,"VX",07:00:00,07:30:00,30
"3635",2013,"WN",07:00:00,07:20:00,20
"3636",2013,"UA",07:00:00,07:22:00,22
"3637",2013,"B6",07:00:00,07:29:00,29
"3638",2013,"UA",07:00:00,07:22:00,22
"3639",2013,"B6",07:00:00,07:30:00,30
"3640",2013,"UA",07:00:00,07:25:00,25
"3641",2013,"AA",07:00:00,07:30:00,30
"3642",2013,"UA",07:00:00,07:31:00,31
"3643",2013,"EV",07:00:00,07:36:00,36
"3644",2013,"AA",07:00:00,07:40:00,40
"3645",2013,"B6",07:00:00,07:40:00,40
"3646",2013,"WN",07:00:00,07:35:00,35
"3647",2013,"VX",07:00:00,07:40:00,40
"3648",2013,"EV",07:00:00,07:45:00,45
"3649",2013,"EV",07:00:00,07:46:00,46
"3650",2013,"B6",06:00:00,06:59:00,59
"3651",2013,"EV",07:00:00,07:45:00,45
"3652",2013,"DL",07:00:00,07:45:00,45
"3653",2013,"B6",07:00:00,07:50:00,50
"3654",2013,"WN",07:00:00,07:40:00,40
"3655",2013,"DL",07:00:00,07:45:00,45
"3656",2013,"9E",07:00:00,07:55:00,55
"3657",2013,"B6",08:00:00,08:00:00,0
"3658",2013,"EV",07:00:00,07:59:00,59
"3659",2013,"UA",07:00:00,07:50:00,50
"3660",2013,"B6",08:00:00,08:00:00,0
"3661",2013,"US",08:00:00,08:00:00,0
"3662",2013,"MQ",07:00:00,07:55:00,55
"3663",2013,"B6",07:00:00,07:55:00,55
"3664",2013,"US",08:00:00,08:00:00,0
"3665",2013,"EV",06:00:00,06:40:00,40
"3666",2013,"B6",08:00:00,08:00:00,0
"3667",2013,"B6",07:00:00,07:56:00,56
"3668",2013,"B6",07:00:00,07:56:00,56
"3669",2013,"DL",07:00:00,07:59:00,59
"3670",2013,"EV",08:00:00,08:01:00,1
"3671",2013,"DL",08:00:00,08:00:00,0
"3672",2013,"AA",08:00:00,08:00:00,0
"3673",2013,"US",07:00:00,07:55:00,55
"3674",2013,"UA",07:00:00,07:44:00,44
"3675",2013,"UA",08:00:00,08:00:00,0
"3676",2013,"DL",08:00:00,08:00:00,0
"3677",2013,"B6",08:00:00,08:00:00,0
"3678",2013,"UA",07:00:00,07:59:00,59
"3679",2013,"DL",08:00:00,08:05:00,5
"3680",2013,"EV",08:00:00,08:01:00,1
"3681",2013,"AA",07:00:00,07:59:00,59
"3682",2013,"EV",08:00:00,08:04:00,4
"3683",2013,"9E",07:00:00,07:55:00,55
"3684",2013,"EV",08:00:00,08:11:00,11
"3685",2013,"EV",08:00:00,08:06:00,6
"3686",2013,"B6",08:00:00,08:10:00,10
"3687",2013,"DL",08:00:00,08:05:00,5
"3688",2013,"MQ",07:00:00,07:55:00,55
"3689",2013,"DL",08:00:00,08:05:00,5
"3690",2013,"EV",08:00:00,08:15:00,15
"3691",2013,"EV",06:00:00,06:47:00,47
"3692",2013,"US",08:00:00,08:15:00,15
"3693",2013,"DL",08:00:00,08:15:00,15
"3694",2013,"DL",08:00:00,08:10:00,10
"3695",2013,"9E",08:00:00,08:10:00,10
"3696",2013,"DL",08:00:00,08:15:00,15
"3697",2013,"FL",08:00:00,08:15:00,15
"3698",2013,"UA",08:00:00,08:07:00,7
"3699",2013,"DL",08:00:00,08:15:00,15
"3700",2013,"EV",06:00:00,06:10:00,10
"3701",2013,"UA",07:00:00,07:52:00,52
"3702",2013,"AA",08:00:00,08:20:00,20
"3703",2013,"MQ",08:00:00,08:20:00,20
"3704",2013,"DL",08:00:00,08:20:00,20
"3705",2013,"B6",08:00:00,08:19:00,19
"3706",2013,"UA",07:00:00,07:00:00,0
"3707",2013,"UA",08:00:00,08:00:00,0
"3708",2013,"UA",08:00:00,08:22:00,22
"3709",2013,"DL",08:00:00,08:20:00,20
"3710",2013,"US",08:00:00,08:25:00,25
